pc_time,gps_time,tow(sec),latitude(degrees),longitude(degrees),altitude(meters),h_accuracy(meters),v_accuracy(meters),n_sats,flags
2018-06-02 18:24:52.984000,2018-06-02 22:25:11.900000,599111.900,36.0016327917,-78.9464833222,77.7879,0.3570,0.7520,10,3
2018-06-02 18:24:53.142000,2018-06-02 22:25:12.000000,599112.000,36.0016328152,-78.9464833160,77.7888,0.3570,0.7520,10,3
2018-06-02 18:24:53.198000,2018-06-02 22:25:12.100000,599112.100,36.0016328304,-78.9464833166,77.7901,0.3570,0.7520,10,3
2018-06-02 18:24:53.313000,2018-06-02 22:25:12.200000,599112.200,36.0016328336,-78.9464833240,77.7950,0.3570,0.7520,9,3
2018-06-02 18:24:53.392000,2018-06-02 22:25:12.300000,599112.300,36.0016328572,-78.9464833185,77.7921,0.3570,0.7520,10,3
2018-06-02 18:24:53.514000,2018-06-02 22:25:12.400000,599112.400,36.0016327547,-78.9464833586,77.7968,0.3570,0.7520,10,3
2018-06-02 18:24:53.596000,2018-06-02 22:25:12.500000,599112.500,36.0016327207,-78.9464833463,77.8024,0.3570,0.7520,10,3
2018-06-02 18:24:53.697000,2018-06-02 22:25:12.600000,599112.600,36.0016327245,-78.9464833390,77.8006,0.3570,0.7520,9,3
2018-06-02 18:24:53.786000,2018-06-02 22:25:12.700000,599112.700,36.0016327404,-78.9464833458,77.8035,0.3570,0.7520,10,3
2018-06-02 18:24:53.928000,2018-06-02 22:25:12.800000,599112.800,36.0016327094,-78.9464833313,77.8054,0.3570,0.7520,10,3
2018-06-02 18:24:53.980000,2018-06-02 22:25:12.900000,599112.900,36.0016327196,-78.9464833375,77.8025,0.3570,0.7520,10,3
2018-06-02 18:24:54.143000,2018-06-02 22:25:13.000000,599113.000,36.0016327055,-78.9464833488,77.7983,0.3570,0.7520,10,3
2018-06-02 18:24:54.223000,2018-06-02 22:25:13.100000,599113.100,36.0016327155,-78.9464833353,77.7998,0.3570,0.7520,10,3
2018-06-02 18:24:54.312000,2018-06-02 22:25:13.200000,599113.200,36.0016327075,-78.9464833339,77.8068,0.3570,0.7520,10,3
2018-06-02 18:24:54.406000,2018-06-02 22:25:13.300000,599113.300,36.0016327113,-78.9464833328,77.8074,0.3570,0.7520,10,3
2018-06-02 18:24:54.517000,2018-06-02 22:25:13.400000,599113.400,36.0016327255,-78.9464833433,77.8022,0.3570,0.7520,10,3
2018-06-02 18:24:54.622000,2018-06-02 22:25:13.500000,599113.500,36.0016327254,-78.9464833395,77.8053,0.3570,0.7520,10,3
2018-06-02 18:24:54.728000,2018-06-02 22:25:13.600000,599113.600,36.0016327411,-78.9464833347,77.8026,0.3570,0.7520,10,3
2018-06-02 18:24:54.785000,2018-06-02 22:25:13.700000,599113.700,36.0016327380,-78.9464833269,77.8063,0.3570,0.7520,10,3
2018-06-02 18:24:54.897000,2018-06-02 22:25:13.800000,599113.800,36.0016327642,-78.9464833290,77.8050,0.3570,0.7520,10,3
2018-06-02 18:24:54.984000,2018-06-02 22:25:13.900000,599113.900,36.0016327742,-78.9464833364,77.8099,0.3570,0.7520,10,3
